ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
core-full-class-effect-occult-herbmaster-4,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Elixir Vitalis,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Elixir Vitalis,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-4,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-5,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Spider-Owl Soup,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Spider-Owl Soup,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-5,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Spider-Owl Soup,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Spider-Owl Soup,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-5,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-6,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Fernor’s Philtre,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Fernor’s Philtre,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-6,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Fernor’s Philtre,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Fernor’s Philtre,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-6,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-7,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Hyphos’ Enervating Snuff,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Hyphos’ Enervating Snuff,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-7,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-7,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Hyphos’ Enervating Snuff,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Hyphos’ Enervating Snuff,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-7,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-class-effect-occult-herbmaster-8,MÖRK BORG Bare Bones,57,57,Equipment / Named effects,Black Poison decoction,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Black Poison decoction,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-8,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-full-class-effect-occult-herbmaster-8,MÖRK BORG Full Edition (Second Printing),60,56,Equipment / Named effects,Black Poison decoction,Item,PRESENT_BUT_INDIRECT,P2,3,3,9,Reference Desk > oracle:core.occultHerbmasterDecoctions > TABLE; saved Character > Class features,indirect: Black Poison decoction,no,yes,"The complete effect is present as canonical row text, including its mechanics. Its individual name is not indexed; find the parent class table and scan. No automatic play-time activation is required.",Index the named entry and open it directly; retain the complete existing effect and link any cited canonical creature/Power table.,core-class-effect-occult-herbmaster-8,ITEM_REFERENCE; SEARCH_ALIAS; RESULT_LINK,Character; Equipment; Combat
core-treasure-1,MÖRK BORG Bare Bones,3,3,Equipment / Named effects,Ash-grey ring,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Ash-grey ring,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-1,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-full-treasure-1,MÖRK BORG Full Edition (Second Printing),2,unnumbered / see page ledger,Equipment / Named effects,Ash-grey ring,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Ash-grey ring,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-1,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-treasure-2,MÖRK BORG Bare Bones,3,3,Equipment / Named effects,Vile flute / meat golem,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Vile flute / meat golem,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. Embedded meat-golem stat block retained.",Index this existing row for direct named lookup; no new content or generator.,core-treasure-2,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-full-treasure-2,MÖRK BORG Full Edition (Second Printing),2,unnumbered / see page ledger,Equipment / Named effects,Vile flute / meat golem,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Vile flute / meat golem,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. Embedded meat-golem stat block retained.",Index this existing row for direct named lookup; no new content or generator.,core-treasure-2,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-treasure-3,MÖRK BORG Bare Bones,3,3,Equipment / Named effects,Famine Spoon,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Famine Spoon,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-3,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-full-treasure-3,MÖRK BORG Full Edition (Second Printing),2,unnumbered / see page ledger,Equipment / Named effects,Famine Spoon,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Famine Spoon,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-3,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-treasure-4,MÖRK BORG Bare Bones,3,3,Equipment / Named effects,Malevolently accurate mirror,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Malevolently accurate mirror,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-4,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-full-treasure-4,MÖRK BORG Full Edition (Second Printing),2,unnumbered / see page ledger,Equipment / Named effects,Malevolently accurate mirror,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Malevolently accurate mirror,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-4,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
core-treasure-5,MÖRK BORG Bare Bones,3,3,Equipment / Named effects,Vampiric phurba,Item,PRESENT_BUT_INDIRECT,P2,2,3,6,Reference Desk > oracle:core.treasures > TABLE,indirect: Vampiric phurba,partial,yes,"Full effect is readable in the existing table, but an individual artifact name is not indexed. ",Index this existing row for direct named lookup; no new content or generator.,core-treasure-5,ITEM_REFERENCE; SEARCH_ALIAS,Equipment; Powers
